	TCGA-91-6828-01A	TCGA-86-6562-01A	TCGA-55-8094-01A	TCGA-67-3771-01A	TCGA-49-AARN-01A
ENSG00000042753.12	894	2567	3802	2066	2114
ENSG00000042781.14	4	8	54	5	4
ENSG00000042813.8	0	0	0	0	0
ENSG00000042832.12	9	15	3	34	18
ENSG00000042980.13	574	3813	1758	751	2688
ENSG00000043039.7	5	2935	21	151	598
ENSG00000043093.15	1146	1188	673	2525	776
ENSG00000043143.20	1761	1537	711	3189	2410
ENSG00000043355.12	19	571	0	1	48
ENSG00000043462.13	2125	1133	154	1458	534
ENSG00000043514.17	519	611	1039	1083	798
ENSG00000043591.6	92	80	21	232	20
ENSG00000044012.4	0	0	79	0	5
ENSG00000044090.10	898	1947	3586	2061	1948
ENSG00000044115.21	11440	19782	15786	10853	15556
ENSG00000044446.12	534	503	372	411	626
ENSG00000044459.15	157	149	81	230	264
ENSG00000044524.11	103	109	1687	92	180
ENSG00000044574.8	28334	38352	71820	33352	28569
ENSG00000046604.13	4142	10907	10644	9029	3386
ENSG00000046647.13	279	535	465	415	548
ENSG00000046651.15	791	1034	1095	1191	1586
ENSG00000046653.15	168	241	41	66	124
ENSG00000046774.10	0	0	141	8	0
ENSG00000046889.19	179	255	75	114	151
ENSG00000047056.16	548	780	753	335	782
ENSG00000047188.16	932	882	656	924	1154
ENSG00000047230.15	750	1539	947	515	929
ENSG00000047249.18	1333	1887	4238	2036	1282
ENSG00000047315.17	2890	2884	3994	3892	2070
ENSG00000047346.12	1275	2376	899	1498	969
ENSG00000047365.12	841	1041	65	496	1067
ENSG00000047410.14	5572	8165	6309	4155	4027
ENSG00000047457.14	18265	25588	21694	34805	8689
ENSG00000047578.13	813	951	657	747	878
ENSG00000047579.20	549	662	1079	607	627
ENSG00000047597.7	375	488	63	386	222
ENSG00000047617.15	24	13	17	62	16
ENSG00000047621.12	354	942	637	514	272
ENSG00000047634.15	185	170	381	437	357
ENSG00000047644.19	3280	3212	1231	3688	2040
ENSG00000047648.23	117	131	57	120	264
ENSG00000047662.5	39	6	33	6	11
ENSG00000047849.21	7160	9657	8040	5849	5263
ENSG00000047932.14	1144	1256	1241	1181	895
ENSG00000047936.11	2405	967	251	200	2822
ENSG00000048028.11	1396	1408	612	1201	722
ENSG00000048052.22	160	553	125	364	130
ENSG00000048140.18	1427	2147	962	1853	2017
ENSG00000048162.21	225	255	544	373	456
ENSG00000048342.17	341	407	411	432	361
ENSG00000048392.12	2593	2132	1251	2284	1064
ENSG00000048405.10	721	1257	642	923	515
ENSG00000048462.11	85	58	6	264	110
ENSG00000048471.14	1148	1443	448	821	743
ENSG00000048540.15	4929	5812	507	89	4360
ENSG00000048544.6	858	1781	2311	1806	1241
ENSG00000048545.16	0	0	1	1	0
ENSG00000048649.13	2288	2436	1375	2064	1487
ENSG00000048707.15	2214	3367	1466	2436	1827
ENSG00000048740.18	2477	3535	777	922	792
ENSG00000048828.17	6821	10070	7355	7911	6491
ENSG00000048991.16	837	1229	1363	1410	886
ENSG00000049089.15	273	1568	656	735	850
ENSG00000049130.16	3349	3622	964	2678	1769
ENSG00000049167.15	231	360	293	380	280
ENSG00000049192.15	95	36	105	55	40
ENSG00000049239.13	3093	6216	3487	5019	3403
ENSG00000049245.13	2292	5021	4117	4547	2750
ENSG00000049246.14	705	1898	58	734	856
ENSG00000049247.14	4	3	2	4	16
ENSG00000049249.9	244	58	31	252	113
ENSG00000049283.18	263	1102	897	980	502
ENSG00000049323.16	699	4910	814	1854	1169
ENSG00000049449.10	811	1414	6677	1530	2001
ENSG00000049540.18	2261	3608	1631	1436	1667
ENSG00000049541.11	494	1517	1561	639	879
ENSG00000049618.24	3545	2585	1630	2975	1820
ENSG00000049656.14	4147	17623	18730	4687	9422
ENSG00000049759.19	3637	4739	1321	2793	1345
ENSG00000049768.16	116	65	74	178	94
ENSG00000049769.14	99	100	432	97	114
ENSG00000049860.14	3204	4012	8425	6846	2985
ENSG00000049883.15	259	243	351	292	313
ENSG00000050030.16	28	588	1	118	67
ENSG00000050130.18	1186	1474	1445	3013	1197
ENSG00000050165.18	1138	3259	2021	2171	1233
ENSG00000050327.15	331	1514	569	710	620
ENSG00000050344.9	304	917	2390	1385	1057
ENSG00000050393.11	1237	2253	1944	1184	861
ENSG00000050405.13	2664	4891	3071	2216	2760
ENSG00000050426.16	888	1228	2667	1387	1642
ENSG00000050438.17	938	129	461	797	193
ENSG00000050555.19	556	967	535	110	278
ENSG00000050628.20	21	107	6	15	44
ENSG00000050730.16	73	151	14	71	28
ENSG00000050748.18	1553	1648	1008	1229	1416
ENSG00000050767.17	18	45	2	29	41
ENSG00000050820.17	1140	2955	2808	1443	2332
ENSG00000051009.11	909	967	2181	1072	1836
ENSG00000051108.15	5200	5320	5251	6815	5167
ENSG00000051128.19	123	477	202	120	529
ENSG00000051180.17	60	185	349	158	81
ENSG00000051341.14	207	82	229	118	102
ENSG00000051382.9	1796	1137	1778	1496	1455
ENSG00000051523.11	1873	7175	344	5402	3814
ENSG00000051596.10	250	145	498	302	186
ENSG00000051620.11	953	2067	2198	1809	1695
ENSG00000051825.15	647	392	898	558	190
ENSG00000052126.14	554	3265	9526	947	1437
ENSG00000052344.16	3240	11064	13179	1679	8743
ENSG00000052723.12	696	3513	1469	1236	1183
ENSG00000052749.14	820	1528	2207	2340	1787
ENSG00000052795.13	6566	4090	2172	1465	3485
ENSG00000052802.13	1697	4776	6404	1703	1795
ENSG00000052841.15	3240	2416	7335	3018	2444
ENSG00000052850.8	31	1	1	0	19
ENSG00000053108.17	39	249	500	332	103
ENSG00000053254.16	3382	2720	726	4458	1067
ENSG00000053328.8	12	38	9	37	9
ENSG00000053371.12	896	1647	2960	1218	1092
ENSG00000053372.5	688	1248	2834	2036	1179
ENSG00000053438.11	19	14	29	33	18
ENSG00000053501.13	204	549	930	551	719
ENSG00000053524.12	40	19	61	34	23
ENSG00000053702.15	71	126	48	45	95
ENSG00000053747.17	1513	461	1946	145	1608
ENSG00000053770.12	1155	1619	959	2920	962
ENSG00000053900.11	631	731	1410	626	1104
ENSG00000053918.18	554	703	84	147	1512
ENSG00000054116.12	872	1878	2485	1963	1983
ENSG00000054118.15	4025	5635	6177	4860	4226
ENSG00000054148.18	1190	2246	5554	1658	1662
ENSG00000054179.12	14	162	1317	326	437
ENSG00000054219.11	488	649	449	947	444
ENSG00000054267.22	2672	3724	2228	2185	1746
ENSG00000054277.14	62	665	359	375	65
ENSG00000054282.16	697	1481	1010	975	1060
ENSG00000054356.14	7	101	1564	986	184
ENSG00000054392.13	240	1521	1183	764	450
ENSG00000054523.18	1617	4182	3141	2978	1793
ENSG00000054598.9	358	2374	66	94	417
ENSG00000054611.14	857	2477	1139	962	1134
ENSG00000054654.19	5751	8223	3253	6185	5863
ENSG00000054690.14	40	33	716	378	245
ENSG00000054793.14	14046	8385	4281	4594	5634
ENSG00000054796.13	0	0	0	0	0
ENSG00000054803.4	51	57	4	15	30
ENSG00000054938.16	54	98	47	280	141
ENSG00000054965.11	2000	2819	2502	2331	1470
ENSG00000054967.13	182	229	107	277	196
ENSG00000054983.17	1072	2665	533	4835	1581
ENSG00000055044.11	1341	1185	2452	2184	1493
ENSG00000055070.17	1970	3776	4961	3463	2522
ENSG00000055118.16	377	167	1345	618	350
ENSG00000055130.17	1702	3770	2069	2299	1963
ENSG00000055147.19	550	731	687	662	660
ENSG00000055163.20	2236	1218	114	1062	1734
ENSG00000055208.19	3857	3904	2473	3116	1567
ENSG00000055211.14	1059	1181	1793	1278	615
ENSG00000055332.18	2312	5059	9824	1960	2713
ENSG00000055483.19	1770	1862	3722	1762	1478
ENSG00000055609.19	4778	4881	2613	2214	2754
ENSG00000055732.13	212	143	559	182	139
ENSG00000055813.6	36	43	7	7	22
ENSG00000055917.16	6279	7397	5834	5541	4235
ENSG00000055950.16	621	1394	1570	1684	1387
ENSG00000055955.17	21	0	72	6	13
ENSG00000055957.11	3	2	110	10	4
ENSG00000056050.7	263	509	559	326	493
ENSG00000056097.16	3305	4323	3628	3065	2029
ENSG00000056277.16	206	204	183	214	200
ENSG00000056291.17	2	38	204	36	2
ENSG00000056487.16	2	1	0	106	10
ENSG00000056558.11	371	416	357	447	477
ENSG00000056586.16	1986	1979	1833	1577	1100
ENSG00000056736.10	493	103	562	78	113
ENSG00000056972.20	332	848	519	631	623
ENSG00000056998.20	343	422	484	104	579
ENSG00000057019.16	2585	2275	765	1701	2877
ENSG00000057149.16	0	0	0	16	313
ENSG00000057252.13	3396	6620	4734	4002	1711
ENSG00000057294.15	144	196	66	264	619
ENSG00000057468.7	6	0	12	4	6
ENSG00000057593.14	17	0	126	33	28
ENSG00000057608.17	5608	8779	10742	6860	7935
ENSG00000057657.17	1657	1181	439	1414	503
ENSG00000057663.16	761	1700	1461	1488	694
ENSG00000057704.13	466	471	854	511	290
ENSG00000057757.10	741	1467	2571	1279	1394
ENSG00000057935.14	1200	2201	3148	1803	1301
ENSG00000058056.9	1619	979	556	764	1046
ENSG00000058063.16	2373	2163	856	4583	1471
ENSG00000058085.15	751	13262	9914	4860	6335
ENSG00000058091.17	346	1643	68	537	303
ENSG00000058262.10	12812	13177	17339	13609	17918
ENSG00000058272.19	2447	3096	2657	2094	1599
ENSG00000058335.16	825	203	94	125	599
ENSG00000058404.20	389	11	131	46	62
ENSG00000058453.17	323	642	528	543	1456
ENSG00000058600.16	832	874	1287	1050	1033
ENSG00000058668.15	8262	12635	5566	5057	4317
ENSG00000058673.17	3	7	7	7	2
ENSG00000058729.11	434	595	679	562	670
ENSG00000058799.15	887	1212	1546	1644	1157
ENSG00000058804.12	651	898	1723	1482	671
ENSG00000058866.15	68	62	115	755	87
ENSG00000059122.17	548	916	1019	1224	1334
ENSG00000059145.19	509	382	158	503	299
ENSG00000059377.18	1090	851	201	1784	644
ENSG00000059378.13	999	3570	4082	1154	2032
ENSG00000059573.9	2573	3890	8533	3596	3284
ENSG00000059588.10	897	1903	1508	2274	1674
ENSG00000059691.12	373	464	554	596	512
ENSG00000059728.11	973	1676	1009	797	903
ENSG00000059758.8	1059	1170	991	997	805
ENSG00000059769.20	197	291	418	474	227
ENSG00000059804.16	1965	3081	307	1537	859
ENSG00000059915.17	50	60	219	1202	225
ENSG00000060069.17	600	1073	455	701	539
ENSG00000060138.13	3611	7044	5652	2632	3723
ENSG00000060140.9	143	545	997	170	305
ENSG00000060237.18	10078	13528	7513	4448	5072
ENSG00000060303.5	1	0	1	1	1
ENSG00000060339.14	2122	2763	4083	2721	2061
ENSG00000060491.16	1361	1888	1115	1457	2543
ENSG00000060558.4	586	2308	387	1045	862
ENSG00000060566.14	1	2	10	0	39
ENSG00000060642.11	418	692	1105	532	712
ENSG00000060656.20	513	5016	523	2264	3894
ENSG00000060688.13	587	1210	2049	1782	986
ENSG00000060709.15	307	5	1776	1239	31
ENSG00000060718.22	170	10622	67	1510	1222
ENSG00000060749.16	1388	1684	1203	1481	917
ENSG00000060762.19	739	797	754	777	544
ENSG00000060971.19	945	987	1110	669	1092
ENSG00000060982.15	1364	1347	6645	1418	606
ENSG00000061273.18	1681	3605	1362	2081	4255
ENSG00000061337.15	386	533	132	226	434
ENSG00000061455.11	123	330	27	117	137
ENSG00000061492.12	0	0	0	0	1
ENSG00000061656.10	329	1326	1697	1387	531
ENSG00000061676.15	7923	8622	7805	18524	4321
ENSG00000061794.13	2539	2677	6972	944	1354
ENSG00000061918.14	691	1364	98	395	640
ENSG00000061936.10	1249	987	1799	2033	1366
ENSG00000061938.20	1051	1065	1017	3096	2548
ENSG00000061987.16	1527	1850	2104	1771	1024
ENSG00000062038.14	966	3195	1802	693	3392
ENSG00000062096.15	1	2	0	1	0
ENSG00000062194.16	2635	2925	4199	2626	3091
ENSG00000062282.15	359	688	1212	347	359
ENSG00000062370.17	72	162	60	38	142
ENSG00000062485.19	2763	7825	5523	4048	4302
ENSG00000062524.16	40	256	21	100	147
ENSG00000062582.14	0	11	6	3	5
ENSG00000062598.18	807	1727	778	1723	1659
ENSG00000062650.19	2037	2339	1376	2721	1453
ENSG00000062716.13	6545	6840	16773	9380	9137
ENSG00000062725.10	1471	2058	2083	1948	1158
ENSG00000062822.15	545	882	710	747	789
ENSG00000063015.20	3	2	306	2	12
ENSG00000063046.18	6952	12111	10945	14319	8051
ENSG00000063127.16	22	13	81	103	83
ENSG00000063169.11	418	467	721	846	538
ENSG00000063176.16	312	460	544	380	427
ENSG00000063177.13	6967	18156	32048	19620	20497
ENSG00000063180.9	613	370	1058	708	889
ENSG00000063241.8	609	1276	2282	1509	1343
ENSG00000063244.13	2708	3705	7312	5757	4534
ENSG00000063245.15	2411	5897	3584	4141	4533
ENSG00000063322.15	1096	2410	2333	1959	2874
ENSG00000063438.19	1	0	7	5	0
ENSG00000063515.3	0	1	0	0	0
ENSG00000063587.15	1046	1214	835	911	794
ENSG00000063601.17	1092	1979	1014	956	995
ENSG00000063660.9	585	2216	250	2184	1564
ENSG00000063761.16	281	329	431	536	383
ENSG00000063854.13	826	1366	1535	727	995
ENSG00000063978.16	1745	2612	3077	1941	2021
ENSG00000064012.22	1388	1445	1320	1900	1405
ENSG00000064042.18	10091	5689	15936	1587	2147
ENSG00000064102.15	737	994	1146	451	555
ENSG00000064115.11	1892	6092	3717	1787	1096
ENSG00000064195.7	76	322	1	11	211
ENSG00000064199.7	59	242	166	51	135
ENSG00000064201.16	64	9	4	33	54
ENSG00000064205.10	136	510	27	1545	104
ENSG00000064218.5	0	15	0	1	11
ENSG00000064225.12	299	388	54	132	377
ENSG00000064270.13	2037	408	2099	362	689
ENSG00000064300.9	39	151	19	77	117
ENSG00000064309.14	319	163	255	833	96
ENSG00000064313.12	2197	1177	1990	2002	591
ENSG00000064393.16	4744	6597	2101	4458	1392
ENSG00000064419.13	1266	4184	3002	1708	1613
ENSG00000064489.23	0	1	0	1	0
ENSG00000064490.14	418	1027	879	854	1433
ENSG00000064545.15	473	914	1785	666	1033
ENSG00000064547.14	225	719	396	713	1054
ENSG00000064601.20	3105	6675	15504	8684	6109
ENSG00000064607.17	1552	1993	2055	1542	2430
ENSG00000064651.14	4958	8371	2992	3550	3176
ENSG00000064652.11	329	584	406	401	413
ENSG00000064655.19	72	144	48	2866	131
ENSG00000064666.15	2795	13279	5441	5837	6916
ENSG00000064687.13	470	1227	2089	2857	1922
ENSG00000064692.20	47	122	281	83	92
ENSG00000064703.12	269	437	503	637	486
ENSG00000064726.10	1740	2061	1697	2662	1167
ENSG00000064763.11	155	184	983	168	301
ENSG00000064787.13	344	657	2070	610	548
ENSG00000064835.11	0	3	2	2	3
ENSG00000064886.14	244	365	229	117	472
ENSG00000064932.16	3477	4583	3058	2739	4083
ENSG00000064933.18	416	453	752	794	462
ENSG00000064961.19	943	2121	2256	1559	2106
ENSG00000064989.13	1748	1339	354	742	680
ENSG00000064995.18	543	724	1575	1095	682
ENSG00000064999.15	2085	2504	1780	1747	1424
ENSG00000065000.19	4630	7776	8570	6882	5459
ENSG00000065029.15	1226	739	2057	1034	1123
ENSG00000065054.14	2018	7549	3554	1175	5076
ENSG00000065057.9	303	1094	1038	268	629
ENSG00000065060.17	1951	1169	1901	1722	682
ENSG00000065135.12	2285	3252	3351	2989	2830
ENSG00000065150.21	3655	11735	6772	11184	3716
ENSG00000065154.12	5259	4384	7945	4381	2649
ENSG00000065183.16	881	3310	1815	1277	976
ENSG00000065243.20	1557	1543	3311	1866	1333
ENSG00000065268.11	467	1129	2538	694	965
ENSG00000065308.5	1442	2151	1319	2164	999
ENSG00000065320.9	260	1497	73	130	360
ENSG00000065325.13	1	5	0	0	35
ENSG00000065328.17	168	269	478	180	107
ENSG00000065357.20	645	2292	680	1268	1133
ENSG00000065361.16	14366	18032	10076	4964	11557
ENSG00000065371.17	0	0	0	2	0
ENSG00000065413.20	861	716	181	662	661
ENSG00000065427.15	3055	5311	6991	4314	4921
ENSG00000065457.10	855	1016	991	529	713
ENSG00000065485.20	1448	1025	4482	1130	986
ENSG00000065491.8	720	848	744	915	655
ENSG00000065518.8	1459	1806	4065	2434	2601
ENSG00000065526.12	2733	2351	2932	2649	2536
ENSG00000065534.19	2475	4651	384	2540	948
ENSG00000065548.18	1825	2429	3104	5227	1709
ENSG00000065559.15	899	1933	1902	1242	584
ENSG00000065600.13	233	547	426	826	298
ENSG00000065609.14	0	1	371	52	27
ENSG00000065613.15	2875	5117	3615	5544	3031
ENSG00000065615.14	748	780	721	1524	372
ENSG00000065618.21	32	559	796	48	7358
ENSG00000065621.15	96	52	694	668	798
ENSG00000065665.21	148	155	217	258	213
ENSG00000065675.15	110	69	24	290	63
ENSG00000065717.15	881	4058	487	2214	2153
ENSG00000065802.12	726	856	955	693	646
ENSG00000065809.13	2477	6987	8893	4082	4668
ENSG00000065833.9	1829	375	753	5545	159
ENSG00000065882.16	911	1379	1661	945	979
ENSG00000065883.16	1621	3170	2162	2510	1505
ENSG00000065911.13	1595	1186	4634	2829	1097
ENSG00000065923.10	828	1582	1411	383	729
ENSG00000065970.9	715	1607	320	700	859
ENSG00000065978.19	6361	10028	14501	14400	6451
ENSG00000065989.16	715	1984	249	1190	1331
ENSG00000066027.12	3182	5247	3286	3767	2202
ENSG00000066032.18	1	15	3	50	5
ENSG00000066044.15	2013	2910	3306	1905	2492
ENSG00000066056.14	691	1244	440	452	902
ENSG00000066084.13	2240	3564	2486	1917	1097
ENSG00000066117.15	2104	2779	2233	2513	1548
ENSG00000066135.13	381	699	964	648	492
ENSG00000066136.20	828	1487	1915	1846	1426
ENSG00000066185.13	47	79	201	45	78
ENSG00000066230.12	11	16	26	10	145
ENSG00000066248.15	28	113	274	411	909
ENSG00000066279.18	614	1036	1192	646	427
ENSG00000066294.15	1928	1091	81	1607	243
ENSG00000066322.15	1647	4364	5476	4223	2594
ENSG00000066336.12	1238	1108	145	1147	793
ENSG00000066379.15	172	218	515	359	438
ENSG00000066382.16	21	110	4	25	26
ENSG00000066405.13	1818	2002	243	86	6827
ENSG00000066422.5	1061	765	785	1259	749
ENSG00000066427.24	922	1076	591	603	708
ENSG00000066455.13	2073	3341	3774	2510	2116
ENSG00000066468.23	315	1229	99	905	364
ENSG00000066557.6	426	559	951	655	443
ENSG00000066583.12	869	580	1085	688	656
ENSG00000066629.18	283	341	43	415	160
ENSG00000066651.20	334	292	496	273	271
ENSG00000066654.14	2100	2325	1025	1468	1942
ENSG00000066697.15	398	816	356	598	372
ENSG00000066735.14	60	143	13	89	250
ENSG00000066739.12	1889	1590	891	915	1136
ENSG00000066777.9	7207	4376	3048	3217	1854
ENSG00000066813.14	1	0	1	0	0
ENSG00000066827.16	541	317	329	502	267
ENSG00000066855.16	2181	1482	2413	1279	608
ENSG00000066923.17	78	76	200	317	59
ENSG00000066926.12	906	1081	439	2016	400
ENSG00000066933.16	1217	1302	544	1060	649
ENSG00000067048.17	1588	835	119	0	175
ENSG00000067057.18	3923	3692	3186	2028	2310
ENSG00000067064.11	1681	2447	4383	1712	1090
ENSG00000067066.17	2112	3828	3553	3083	4173
ENSG00000067082.15	7855	6805	7484	2435	2636
ENSG00000067113.17	566	715	786	3315	418
ENSG00000067141.17	1645	1851	134	2534	1390
ENSG00000067167.8	17818	13971	12277	15163	8356
ENSG00000067177.15	449	1751	2044	708	545
ENSG00000067182.8	2456	7608	4128	2704	4304
ENSG00000067191.16	182	1030	374	865	1184
ENSG00000067208.14	789	1082	1063	781	649
ENSG00000067221.14	270	553	500	360	522
ENSG00000067225.18	24093	51885	32924	59619	33822
ENSG00000067248.10	1091	1400	2426	1146	1186
ENSG00000067334.14	1131	1843	3325	3567	1838
ENSG00000067365.15	272	280	267	456	312
ENSG00000067369.14	635	1089	1160	1287	975
ENSG00000067445.21	55	159	502	408	126
ENSG00000067533.6	724	1610	1716	1249	784
ENSG00000067560.13	15397	19822	22922	16971	11638
ENSG00000067596.12	2121	2701	2639	2460	1885
ENSG00000067601.8	33	95	67	60	41
ENSG00000067606.17	370	778	655	1003	532
ENSG00000067646.12	419	158	34	0	33
ENSG00000067704.10	4659	11042	5789	7524	3370
ENSG00000067715.14	56	306	1324	155	84
ENSG00000067798.16	156	142	12	154	431
ENSG00000067829.19	955	1774	3414	1194	1592
ENSG00000067836.13	174	315	270	209	601
ENSG00000067840.12	35	243	13	33	566
ENSG00000067842.17	1	0	12	0	1
ENSG00000067900.8	2629	3298	2679	2992	1102
ENSG00000067955.15	2030	3002	2088	2173	1665
ENSG00000067992.16	1410	1701	861	1130	964
ENSG00000068001.14	1444	2175	2171	1740	2020
ENSG00000068024.17	609	663	404	591	414
ENSG00000068028.17	674	731	621	709	752
ENSG00000068078.20	205	2615	743	368	1021
ENSG00000068079.8	546	1555	2938	1490	2392
ENSG00000068097.15	819	940	960	958	675
ENSG00000068120.15	1906	3327	7202	2875	2760
ENSG00000068137.15	503	724	1577	863	1136
ENSG00000068305.17	1526	1397	1041	1859	1055
ENSG00000068308.14	1763	2667	10402	1373	3153
ENSG00000068323.17	1847	2542	6484	1731	2453
ENSG00000068354.16	429	1029	1190	514	658
ENSG00000068366.20	1798	1553	1948	2280	1331
ENSG00000068383.19	686	991	363	584	567
ENSG00000068394.11	487	974	4210	726	882
ENSG00000068400.13	1616	2171	11359	1697	2812
ENSG00000068438.15	651	1734	3682	1216	1421
ENSG00000068489.13	480	836	1461	635	262
ENSG00000068615.19	20	32	123	174	68
ENSG00000068650.18	15846	12590	7439	18495	10343
ENSG00000068654.16	1836	3004	1797	1705	1455
ENSG00000068697.7	6364	14998	16449	11323	9718
ENSG00000068724.17	1135	2728	1811	1422	2124
ENSG00000068745.15	1926	1338	2724	1561	1998
ENSG00000068781.21	0	3	10	0	0
ENSG00000068784.13	539	753	983	484	442
ENSG00000068796.19	1787	1867	1114	1323	1050
ENSG00000068831.19	210	102	84	119	291
ENSG00000068878.15	3235	3781	4007	3465	1877
ENSG00000068885.15	242	411	728	757	404
ENSG00000068903.20	1108	1759	873	1940	1909
ENSG00000068912.14	2707	4998	6877	5401	2325
ENSG00000068971.14	635	1173	913	477	801
ENSG00000068976.14	15	19	58	101	37
ENSG00000068985.5	0	0	4	262	0
ENSG00000069011.16	50	44	280	0	501
ENSG00000069018.19	0	0	2	2	0
ENSG00000069020.18	1890	1491	703	627	1506
ENSG00000069122.19	7703	10213	1631	3078	3577
ENSG00000069188.17	83	115	39	107	122
ENSG00000069206.15	0	0	1	0	0
ENSG00000069248.12	1729	3669	3109	2074	1554
ENSG00000069275.13	12348	24139	17306	8868	9074
ENSG00000069329.18	5277	6281	7159	3206	3146
ENSG00000069345.12	2105	2464	3268	1722	2201
ENSG00000069399.15	1938	4283	2761	1378	3059
ENSG00000069424.15	1293	942	271	1748	867
ENSG00000069431.11	467	877	117	345	204
ENSG00000069482.7	1	14	325	16	27
ENSG00000069493.15	222	380	242	328	366
ENSG00000069509.6	269	504	1520	503	497
ENSG00000069535.14	341	331	596	306	601
ENSG00000069667.16	448	879	133	891	313
ENSG00000069696.7	15	20	32	26	17
ENSG00000069702.11	334	401	406	167	324
ENSG00000069764.10	41	31	209	22	224
ENSG00000069812.11	11	95	416	84	134
ENSG00000069849.11	1888	2016	2764	2343	1792
ENSG00000069869.16	524	548	396	517	330
ENSG00000069943.10	171	292	461	334	219
ENSG00000069956.12	2302	1901	2731	3494	955
ENSG00000069966.19	651	665	628	482	456
ENSG00000069974.16	1379	3718	1239	1697	1741
ENSG00000069998.12	816	1718	1037	1776	969
ENSG00000070010.19	541	1454	1478	2387	1068
ENSG00000070018.9	987	1735	1581	804	811
ENSG00000070019.5	2	26	1140	10	19
ENSG00000070031.4	2	42	11	6	14
ENSG00000070047.13	1226	2143	1804	1461	1584
ENSG00000070061.16	1026	2028	1561	1394	1067
ENSG00000070081.17	2908	2633	8715	5200	2063
ENSG00000070087.14	3385	575	4590	10612	550
ENSG00000070159.14	1742	1943	1300	997	1222
ENSG00000070182.21	858	3052	315	650	2582
ENSG00000070190.13	329	863	210	553	472
ENSG00000070193.5	6	39	0	9	18
ENSG00000070214.16	5322	6155	7704	4494	3206
ENSG00000070269.14	675	672	713	1379	377
ENSG00000070366.14	676	1441	290	469	413
ENSG00000070367.16	3158	2928	1716	5418	1189
ENSG00000070371.16	118	456	103	1339	174
ENSG00000070388.11	1	4	19	2	5
ENSG00000070404.10	260	1645	4672	566	1014
ENSG00000070413.20	3764	10074	3275	6282	7759
ENSG00000070423.18	397	617	1257	640	929
ENSG00000070444.15	421	1129	716	1025	601
ENSG00000070476.15	1053	805	914	875	1077
ENSG00000070495.15	645	1031	2360	744	876
ENSG00000070501.12	786	1190	1253	825	893
ENSG00000070526.15	1607	8178	5897	7719	1220
ENSG00000070540.13	900	820	1136	1641	357
ENSG00000070601.10	0	2	1	19	4
